scalar;1024;10000;single;1,0,0,0,0,0,0,0;1;1,1,1;6
scalar;1024;10000;single;0,1,0,0,0,0,0,0;1;1,1,1;5
scalar;1024;10000;single;0,0,1,0,0,0,0,0;1;1,1,1;5
scalar;1024;10000;single;0,0,0,1,0,0,0,0;1;1,1,1;5
scalar;1024;10000;single;0,0,0,0,1,0,0,0;1;1,1,1;5
scalar;1024;10000;single;0,0,0,0,0,1,0,0;1;1,1,1;4
scalar;1024;10000;single;0,0,0,0,0,0,1,0;1;1,1,1;4
scalar;1024;10000;single;0,0,0,0,0,0,0,1;1;1,1,1;4
scalar;1024;10000;uniform;1;1;1,1,1;6
scalar;1024;10000;uniform;1,1;1;1,1,1;7
scalar;1024;10000;uniform;1,1,1;1;1,1,1;7
scalar;1024;10000;uniform;1,1,1,1;1;1,1,1;7
scalar;1024;10000;uniform;1,1,1,1,1;1;1,1,1;7
scalar;1024;10000;uniform;1,1,1,1,1,1;1;1,1,1;6
scalar;1024;10000;uniform;1,1,1,1,1,1,1;1;1,1,1;6
scalar;1024;10000;uniform;1,1,1,1,1,1,1,1;1;1,1,1;6
scalar;1024;10000;normal;1000,606,135,11,0,0,0,0;1;1,1,1;7
scalar;1024;10000;normal;606,1000,606,135,11,0,0,0;1;1,1,1;7
scalar;1024;10000;normal;135,606,1000,606,135,11,0,0;1;1,1,1;7
scalar;1024;10000;normal;11,135,606,1000,606,135,11,0;1;1,1,1;6
scalar;1024;10000;normal;0,11,135,606,1000,606,135,11;1;1,1,1;5
scalar;1024;10000;normal;0,0,11,135,606,1000,606,135;1;1,1,1;5
scalar;1024;10000;normal;0,0,0,11,135,606,1000,606;1;1,1,1;5
scalar;1024;10000;normal;0,0,0,0,11,135,606,1000;1;1,1,1;5
scalar;1024;10000;single;1,0,0,0,0,0,0,0;1,1,1,1,1,1;1,1,1;6
scalar;1024;10000;single;0,1,0,0,0,0,0,0;1,1,1,1,1,1;1,1,1;7
scalar;1024;10000;single;0,0,1,0,0,0,0,0;1,1,1,1,1,1;1,1,1;6
scalar;1024;10000;single;0,0,0,1,0,0,0,0;1,1,1,1,1,1;1,1,1;5
scalar;1024;10000;single;0,0,0,0,1,0,0,0;1,1,1,1,1,1;1,1,1;5
scalar;1024;10000;single;0,0,0,0,0,1,0,0;1,1,1,1,1,1;1,1,1;6
scalar;1024;10000;single;0,0,0,0,0,0,1,0;1,1,1,1,1,1;1,1,1;5
scalar;1024;10000;single;0,0,0,0,0,0,0,1;1,1,1,1,1,1;1,1,1;5
scalar;1024;10000;uniform;1;1,1,1,1,1,1;1,1,1;6
scalar;1024;10000;uniform;1,1;1,1,1,1,1,1;1,1,1;6
scalar;1024;10000;uniform;1,1,1;1,1,1,1,1,1;1,1,1;6
scalar;1024;10000;uniform;1,1,1,1;1,1,1,1,1,1;1,1,1;7
scalar;1024;10000;uniform;1,1,1,1,1;1,1,1,1,1,1;1,1,1;6
scalar;1024;10000;uniform;1,1,1,1,1,1;1,1,1,1,1,1;1,1,1;6
scalar;1024;10000;uniform;1,1,1,1,1,1,1;1,1,1,1,1,1;1,1,1;6
scalar;1024;10000;uniform;1,1,1,1,1,1,1,1;1,1,1,1,1,1;1,1,1;7
scalar;1024;10000;normal;1000,606,135,11,0,0,0,0;1,1,1,1,1,1;1,1,1;7
scalar;1024;10000;normal;606,1000,606,135,11,0,0,0;1,1,1,1,1,1;1,1,1;6
scalar;1024;10000;normal;135,606,1000,606,135,11,0,0;1,1,1,1,1,1;1,1,1;6
scalar;1024;10000;normal;11,135,606,1000,606,135,11,0;1,1,1,1,1,1;1,1,1;6
scalar;1024;10000;normal;0,11,135,606,1000,606,135,11;1,1,1,1,1,1;1,1,1;6
scalar;1024;10000;normal;0,0,11,135,606,1000,606,135;1,1,1,1,1,1;1,1,1;5
scalar;1024;10000;normal;0,0,0,11,135,606,1000,606;1,1,1,1,1,1;1,1,1;6
scalar;1024;10000;normal;0,0,0,0,11,135,606,1000;1,1,1,1,1,1;1,1,1;6
scalar;4096;10000;single;1,0,0,0,0,0,0,0;1;1,1,1;26
scalar;4096;10000;single;0,1,0,0,0,0,0,0;1;1,1,1;23
scalar;4096;10000;single;0,0,1,0,0,0,0,0;1;1,1,1;21
scalar;4096;10000;single;0,0,0,1,0,0,0,0;1;1,1,1;21
scalar;4096;10000;single;0,0,0,0,1,0,0,0;1;1,1,1;20
scalar;4096;10000;single;0,0,0,0,0,1,0,0;1;1,1,1;19
scalar;4096;10000;single;0,0,0,0,0,0,1,0;1;1,1,1;18
scalar;4096;10000;single;0,0,0,0,0,0,0,1;1;1,1,1;18
scalar;4096;10000;uniform;1;1;1,1,1;26
scalar;4096;10000;uniform;1,1;1;1,1,1;29
scalar;4096;10000;uniform;1,1,1;1;1,1,1;29
scalar;4096;10000;uniform;1,1,1,1;1;1,1,1;30
scalar;4096;10000;uniform;1,1,1,1,1;1;1,1,1;29
scalar;4096;10000;uniform;1,1,1,1,1,1;1;1,1,1;27
scalar;4096;10000;uniform;1,1,1,1,1,1,1;1;1,1,1;26
scalar;4096;10000;uniform;1,1,1,1,1,1,1,1;1;1,1,1;25
scalar;4096;10000;normal;1000,606,135,11,0,0,0,0;1;1,1,1;30
scalar;4096;10000;normal;606,1000,606,135,11,0,0,0;1;1,1,1;30
scalar;4096;10000;normal;135,606,1000,606,135,11,0,0;1;1,1,1;27
scalar;4096;10000;normal;11,135,606,1000,606,135,11,0;1;1,1,1;25
scalar;4096;10000;normal;0,11,135,606,1000,606,135,11;1;1,1,1;24
scalar;4096;10000;normal;0,0,11,135,606,1000,606,135;1;1,1,1;22
scalar;4096;10000;normal;0,0,0,11,135,606,1000,606;1;1,1,1;21
scalar;4096;10000;normal;0,0,0,0,11,135,606,1000;1;1,1,1;20
scalar;4096;10000;single;1,0,0,0,0,0,0,0;1,1,1,1,1,1;1,1,1;28
scalar;4096;10000;single;0,1,0,0,0,0,0,0;1,1,1,1,1,1;1,1,1;24
scalar;4096;10000;single;0,0,1,0,0,0,0,0;1,1,1,1,1,1;1,1,1;27
scalar;4096;10000;single;0,0,0,1,0,0,0,0;1,1,1,1,1,1;1,1,1;24
