1024;single;[1, 0, 0, 0, 0, 0, 0, 0];[1];[1, 1, 1];[7271, 281, 1034, 300]
1024;single;[0, 1, 0, 0, 0, 0, 0, 0];[1];[1, 1, 1];[7279, 301, 854, 125]
1024;single;[0, 0, 1, 0, 0, 0, 0, 0];[1];[1, 1, 1];[6354, 226, 693, 76]
1024;single;[0, 0, 0, 1, 0, 0, 0, 0];[1];[1, 1, 1];[6854, 219, 690, 68]
1024;single;[0, 0, 0, 0, 1, 0, 0, 0];[1];[1, 1, 1];[6085, 188, 694, 38]
1024;single;[0, 0, 0, 0, 0, 1, 0, 0];[1];[1, 1, 1];[5530, 207, 672, 22]
1024;single;[0, 0, 0, 0, 0, 0, 1, 0];[1];[1, 1, 1];[7215, 178, 666, 20]
1024;single;[0, 0, 0, 0, 0, 0, 0, 1];[1];[1, 1, 1];[12242, 380, 579, 25]
1024;uniform;[1];[1];[1, 1, 1];[7450, 324, 993, 197]
1024;uniform;[1, 1];[1];[1, 1, 1];[7643, 294, 1228, 276]
1024;uniform;[1, 1, 1];[1];[1, 1, 1];[6976, 255, 1294, 347]
1024;uniform;[1, 1, 1, 1];[1];[1, 1, 1];[7398, 382, 1230, 278]
1024;uniform;[1, 1, 1, 1, 1];[1];[1, 1, 1];[7121, 327, 1350, 275]
1024;uniform;[1, 1, 1, 1, 1, 1];[1];[1, 1, 1];[6959, 319, 1302, 223]
1024;uniform;[1, 1, 1, 1, 1, 1, 1];[1];[1, 1, 1];[6780, 296, 1290, 196]
1024;uniform;[1, 1, 1, 1, 1, 1, 1, 1];[1];[1, 1, 1];[8103, 359, 1214, 236]
1024;normal;[1000, 606, 135, 11, 0, 0, 0, 0];[1];[1, 1, 1];[7544, 334, 1338, 282]
1024;normal;[606, 1000, 606, 135, 11, 0, 0, 0];[1];[1, 1, 1];[7074, 339, 1206, 179]
1024;normal;[135, 606, 1000, 606, 135, 11, 0, 0];[1];[1, 1, 1];[6996, 307, 1192, 113]
1024;normal;[11, 135, 606, 1000, 606, 135, 11, 0];[1];[1, 1, 1];[6864, 231, 1011, 90]
1024;normal;[0, 11, 135, 606, 1000, 606, 135, 11];[1];[1, 1, 1];[6152, 195, 799, 77]
1024;normal;[0, 0, 11, 135, 606, 1000, 606, 135];[1];[1, 1, 1];[6333, 282, 769, 63]
1024;normal;[0, 0, 0, 11, 135, 606, 1000, 606];[1];[1, 1, 1];[8081, 298, 624, 45]
1024;normal;[0, 0, 0, 0, 11, 135, 606, 1000];[1];[1, 1, 1];[10429, 373, 655, 35]
1024;single;[1, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5559, 281, 1463, 466]
1024;single;[0, 1, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1];[1, 1, 1];[6186, 336, 1265, 393]
1024;single;[0, 0, 1, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5535, 259, 1268, 386]
1024;single;[0, 0, 0, 1, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5529, 281, 1179, 310]
1024;single;[0, 0, 0, 0, 1, 0, 0, 0];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5440, 230, 961, 215]
1024;single;[0, 0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5668, 203, 868, 121]
1024;single;[0, 0, 0, 0, 0, 0, 1, 0];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5752, 167, 820, 57]
1024;single;[0, 0, 0, 0, 0, 0, 0, 1];[1, 1, 1, 1, 1, 1];[1, 1, 1];[9555, 309, 1031, 195]
1024;uniform;[1];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5485, 309, 1412, 410]
1024;uniform;[1, 1];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5567, 344, 1294, 386]
1024;uniform;[1, 1, 1];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5661, 305, 1443, 392]
1024;uniform;[1, 1, 1, 1];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5924, 360, 1467, 388]
1024;uniform;[1, 1, 1, 1, 1];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5944, 369, 1482, 358]
1024;uniform;[1, 1, 1, 1, 1, 1];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5829, 345, 1456, 294]
1024;uniform;[1, 1, 1, 1, 1, 1, 1];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5366, 260, 1361, 283]
1024;uniform;[1, 1, 1, 1, 1, 1, 1, 1];[1, 1, 1, 1, 1, 1];[1, 1, 1];[6429, 359, 1374, 288]
1024;normal;[1000, 606, 135, 11, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5464, 356, 1280, 304]
1024;normal;[606, 1000, 606, 135, 11, 0, 0, 0];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5834, 337, 1387, 239]
1024;normal;[135, 606, 1000, 606, 135, 11, 0, 0];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5705, 307, 1466, 306]
1024;normal;[11, 135, 606, 1000, 606, 135, 11, 0];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5358, 274, 1236, 280]
1024;normal;[0, 11, 135, 606, 1000, 606, 135, 11];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5396, 223, 1140, 231]
1024;normal;[0, 0, 11, 135, 606, 1000, 606, 135];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5990, 250, 1065, 192]
1024;normal;[0, 0, 0, 11, 135, 606, 1000, 606];[1, 1, 1, 1, 1, 1];[1, 1, 1];[6989, 267, 970, 122]
1024;normal;[0, 0, 0, 0, 11, 135, 606, 1000];[1, 1, 1, 1, 1, 1];[1, 1, 1];[7907, 329, 1051, 141]
4096;single;[1, 0, 0, 0, 0, 0, 0, 0];[1];[1, 1, 1];[26085, 633, 1531, 415]
4096;single;[0, 1, 0, 0, 0, 0, 0, 0];[1];[1, 1, 1];[25270, 485, 1333, 114]
4096;single;[0, 0, 1, 0, 0, 0, 0, 0];[1];[1, 1, 1];[21809, 247, 954, 63]
4096;single;[0, 0, 0, 1, 0, 0, 0, 0];[1];[1, 1, 1];[24145, 336, 926, 49]
4096;single;[0, 0, 0, 0, 1, 0, 0, 0];[1];[1, 1, 1];[20788, 241, 1067, 24]
4096;single;[0, 0, 0, 0, 0, 1, 0, 0];[1];[1, 1, 1];[18289, 233, 915, 19]
4096;single;[0, 0, 0, 0, 0, 0, 1, 0];[1];[1, 1, 1];[25682, 313, 780, 6]
4096;single;[0, 0, 0, 0, 0, 0, 0, 1];[1];[1, 1, 1];[44188, 837, 836, 25]
4096;uniform;[1];[1];[1, 1, 1];[25992, 619, 1618, 334]
4096;uniform;[1, 1];[1];[1, 1, 1];[26561, 465, 2118, 655]
4096;uniform;[1, 1, 1];[1];[1, 1, 1];[24393, 514, 2522, 663]
4096;uniform;[1, 1, 1, 1];[1];[1, 1, 1];[25831, 906, 2480, 667]
