1024;single;[1, 0, 0, 0, 0, 0, 0, 0];[1];[1, 1, 1];[6740, 224, 569, 117]
1024;single;[0, 1, 0, 0, 0, 0, 0, 0];[1];[1, 1, 1];[6750, 221, 170, 73]
1024;single;[0, 0, 1, 0, 0, 0, 0, 0];[1];[1, 1, 1];[5851, 137, 147, 55]
1024;single;[0, 0, 0, 1, 0, 0, 0, 0];[1];[1, 1, 1];[6351, 138, 142, 40]
1024;single;[0, 0, 0, 0, 1, 0, 0, 0];[1];[1, 1, 1];[5582, 106, 147, 37]
1024;single;[0, 0, 0, 0, 0, 1, 0, 0];[1];[1, 1, 1];[5027, 115, 151, 51]
1024;single;[0, 0, 0, 0, 0, 0, 1, 0];[1];[1, 1, 1];[6847, 123, 125, 40]
1024;single;[0, 0, 0, 0, 0, 0, 0, 1];[1];[1, 1, 1];[11874, 356, 126, 35]
1024;uniform;[1];[1];[1, 1, 1];[6904, 264, 190, 76]
1024;uniform;[1, 1];[1];[1, 1, 1];[7108, 216, 311, 108]
1024;uniform;[1, 1, 1];[1];[1, 1, 1];[6444, 168, 273, 115]
1024;uniform;[1, 1, 1, 1];[1];[1, 1, 1];[6852, 324, 296, 123]
1024;uniform;[1, 1, 1, 1, 1];[1];[1, 1, 1];[6580, 305, 315, 165]
1024;uniform;[1, 1, 1, 1, 1, 1];[1];[1, 1, 1];[6435, 284, 290, 131]
1024;uniform;[1, 1, 1, 1, 1, 1, 1];[1];[1, 1, 1];[6258, 211, 289, 131]
1024;uniform;[1, 1, 1, 1, 1, 1, 1, 1];[1];[1, 1, 1];[7600, 335, 295, 142]
1024;normal;[1000, 606, 135, 11, 0, 0, 0, 0];[1];[1, 1, 1];[7033, 256, 385, 143]
1024;normal;[606, 1000, 606, 135, 11, 0, 0, 0];[1];[1, 1, 1];[6567, 248, 272, 134]
1024;normal;[135, 606, 1000, 606, 135, 11, 0, 0];[1];[1, 1, 1];[6513, 267, 236, 120]
1024;normal;[11, 135, 606, 1000, 606, 135, 11, 0];[1];[1, 1, 1];[6382, 176, 225, 92]
1024;normal;[0, 11, 135, 606, 1000, 606, 135, 11];[1];[1, 1, 1];[5671, 138, 202, 85]
1024;normal;[0, 0, 11, 135, 606, 1000, 606, 135];[1];[1, 1, 1];[5852, 193, 189, 68]
1024;normal;[0, 0, 0, 11, 135, 606, 1000, 606];[1];[1, 1, 1];[7736, 324, 145, 55]
1024;normal;[0, 0, 0, 0, 11, 135, 606, 1000];[1];[1, 1, 1];[10084, 407, 142, 41]
1024;single;[1, 0, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5052, 216, 274, 154]
1024;single;[0, 1, 0, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5683, 327, 294, 147]
1024;single;[0, 0, 1, 0, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5028, 172, 255, 133]
1024;single;[0, 0, 0, 1, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5184, 231, 269, 144]
1024;single;[0, 0, 0, 0, 1, 0, 0, 0];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5095, 191, 217, 109]
1024;single;[0, 0, 0, 0, 0, 1, 0, 0];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5323, 166, 193, 83]
1024;single;[0, 0, 0, 0, 0, 0, 1, 0];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5406, 109, 158, 59]
1024;single;[0, 0, 0, 0, 0, 0, 0, 1];[1, 1, 1, 1, 1, 1];[1, 1, 1];[9209, 343, 225, 92]
1024;uniform;[1];[1, 1, 1, 1, 1, 1];[1, 1, 1];[4969, 243, 282, 161]
1024;uniform;[1, 1];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5028, 292, 283, 159]
1024;uniform;[1, 1, 1];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5125, 250, 309, 160]
1024;uniform;[1, 1, 1, 1];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5394, 306, 306, 173]
1024;uniform;[1, 1, 1, 1, 1];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5402, 306, 334, 168]
1024;uniform;[1, 1, 1, 1, 1, 1];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5295, 280, 308, 139]
1024;uniform;[1, 1, 1, 1, 1, 1, 1];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5012, 235, 298, 147]
1024;uniform;[1, 1, 1, 1, 1, 1, 1, 1];[1, 1, 1, 1, 1, 1];[1, 1, 1];[6082, 310, 309, 161]
1024;normal;[1000, 606, 135, 11, 0, 0, 0, 0];[1, 1, 1, 1, 1, 1];[1, 1, 1];[4961, 321, 271, 151]
1024;normal;[606, 1000, 606, 135, 11, 0, 0, 0];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5327, 301, 312, 151]
1024;normal;[135, 606, 1000, 606, 135, 11, 0, 0];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5198, 263, 311, 165]
1024;normal;[11, 135, 606, 1000, 606, 135, 11, 0];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5010, 211, 288, 160]
1024;normal;[0, 11, 135, 606, 1000, 606, 135, 11];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5050, 193, 269, 128]
1024;normal;[0, 0, 11, 135, 606, 1000, 606, 135];[1, 1, 1, 1, 1, 1];[1, 1, 1];[5644, 221, 249, 114]
1024;normal;[0, 0, 0, 11, 135, 606, 1000, 606];[1, 1, 1, 1, 1, 1];[1, 1, 1];[6643, 244, 255, 94]
1024;normal;[0, 0, 0, 0, 11, 135, 606, 1000];[1, 1, 1, 1, 1, 1];[1, 1, 1];[7562, 314, 231, 94]
4096;single;[1, 0, 0, 0, 0, 0, 0, 0];[1];[1, 1, 1];[25679, 610, 357, 127]
4096;single;[0, 1, 0, 0, 0, 0, 0, 0];[1];[1, 1, 1];[24870, 486, 317, 68]
4096;single;[0, 0, 1, 0, 0, 0, 0, 0];[1];[1, 1, 1];[21344, 195, 245, 51]
4096;single;[0, 0, 0, 1, 0, 0, 0, 0];[1];[1, 1, 1];[23680, 304, 231, 47]
4096;single;[0, 0, 0, 0, 1, 0, 0, 0];[1];[1, 1, 1];[20323, 161, 194, 47]
4096;single;[0, 0, 0, 0, 0, 1, 0, 0];[1];[1, 1, 1];[17824, 175, 214, 52]
4096;single;[0, 0, 0, 0, 0, 0, 1, 0];[1];[1, 1, 1];[25207, 246, 155, 55]
4096;single;[0, 0, 0, 0, 0, 0, 0, 1];[1];[1, 1, 1];[43713, 1032, 158, 38]
4096;uniform;[1];[1];[1, 1, 1];[25579, 595, 360, 142]
4096;uniform;[1, 1];[1];[1, 1, 1];[26155, 451, 517, 251]
4096;uniform;[1, 1, 1];[1];[1, 1, 1];[23992, 484, 554, 280]
4096;uniform;[1, 1, 1, 1];[1];[1, 1, 1];[25334, 990, 594, 300]
4096;uniform;[1, 1, 1, 1, 1];[1];[1, 1, 1];[25374, 1012, 613, 307]
4096;uniform;[1, 1, 1, 1, 1, 1];[1];[1, 1, 1];[24471, 781, 594, 256]
4096;uniform;[1, 1, 1, 1, 1, 1, 1];[1];[1, 1, 1];[23258, 624, 566, 223]
4096;uniform;[1, 1, 1, 1, 1, 1, 1, 1];[1];[1, 1, 1];[28499, 1105, 557, 258]
4096;normal;[1000, 606, 135, 11, 0, 0, 0, 0];[1];[1, 1, 1];[25612, 573, 658, 328]
4096;normal;[606, 1000, 606, 135, 11, 0, 0, 0];[1];[1, 1, 1];[24568, 690, 641, 260]
4096;normal;[135, 606, 1000, 606, 135, 11, 0, 0];[1];[1, 1, 1];[24368, 962, 491, 208]
4096;normal;[11, 135, 606, 1000, 606, 135, 11, 0];[1];[1, 1, 1];[23310, 501, 372, 110]
4096;normal;[0, 11, 135, 606, 1000, 606, 135, 11];[1];[1, 1, 1];[20936, 295, 305, 98]
4096;normal;[0, 0, 11, 135, 606, 1000, 606, 135];[1];[1, 1, 1];[21322, 563, 353, 89]
